title,release_year,release_month,budget,revenue,runtime,popularity,vote_average,vote_count,original_language,genre_count,production_company_count,language_count,is_english,has_tagline,log_budget,log_revenue,log_popularity,log_vote_count
Seven Days in May,1964.0,2.0,0.0,0.0,118.0,2.623786,6.9,48.0,en,2,3,1,1,1,0.0,0.0,1.2875193356645405,3.8918202981106265
The Spy Who Loved Me,1977.0,7.0,14000000.0,185438673.0,125.0,9.781451,6.6,515.0,en,3,3,3,1,1,16.454567959008102,19.038234786969323,2.3778271575361067,6.246106765481563
Vagabond,1985.0,12.0,0.0,0.0,105.0,2.073938,7.2,28.0,fr,1,3,1,0,0,0.0,0.0,1.1229594757523012,3.367295829986474
Moonraker,1979.0,6.0,34000000.0,210308099.0,126.0,10.576273,5.9,551.0,en,4,2,2,1,1,17.341871111992198,19.164084156336326,2.4489575723268446,6.313548046277095
The Man with the Golden Gun,1974.0,12.0,7000000.0,97572000.0,125.0,12.127492,6.4,533.0,en,3,3,3,1,1,15.76142084987672,18.396101135226818,2.5747086571219597,6.280395838960195
A King in New York,1957.0,10.0,0.0,0.0,110.0,4.182204,7.1,38.0,en,2,1,1,1,1,0.0,0.0,1.6452304484048095,3.6635616461296463
Cléo from 5 to 7,1962.0,4.0,0.0,0.0,90.0,4.480811,7.7,58.0,fr,2,2,1,0,0,0.0,0.0,1.7012530827108148,4.07753744390572
Big Momma's House,2000.0,5.0,30000000.0,173959438.0,98.0,7.978985,5.6,514.0,en,2,2,1,1,1,17.216707972959764,18.97433272080923,2.1948868469726253,6.244166900663736
American Gigolo,1980.0,2.0,4800000.0,22743674.0,117.0,11.53267,5.9,137.0,en,4,1,4,1,1,15.38412668421143,16.939797642727935,2.528338834795219,4.927253685157205
Anguish,1987.0,11.0,0.0,0.0,86.0,3.288353,6.6,29.0,es,3,3,2,0,1,0.0,0.0,1.4559027431413623,3.4011973816621555
City of the Living Dead,1980.0,8.0,0.0,0.0,93.0,8.54341,5.9,86.0,it,1,2,2,0,1,0.0,0.0,2.255850863940906,4.465908118654584
The Guns of Navarone,1961.0,4.0,6000000.0,28900000.0,158.0,8.522673,7.3,191.0,en,4,2,3,1,1,15.607270193858982,17.179352187684735,2.253675586703626,5.2574953720277815
La Grande Bouffe,1973.0,5.0,0.0,0.0,135.0,4.88779,6.9,72.0,fr,2,3,2,0,0,0.0,0.0,1.7728807150296673,4.290459441148391
Quatermass and the Pit,1967.0,11.0,0.0,0.0,97.0,9.347228,6.2,57.0,en,2,1,1,1,1,0.0,0.0,2.33671865775261,4.060443010546419
Quatermass II,1957.0,5.0,0.0,0.0,85.0,7.029675,6.2,32.0,en,2,1,1,1,1,0.0,0.0,2.0831440539142023,3.4965075614664802
Puppet Master,1989.0,10.0,0.0,0.0,85.0,6.173017,5.5,68.0,en,1,2,1,1,1,0.0,0.0,1.9703263471400947,4.23410650459726
Puppet Master II,1990.0,11.0,780000.0,0.0,88.0,2.788831,5.8,32.0,en,1,1,2,1,1,13.567050480716235,0.0,1.3320575282441576,3.4965075614664802
Puppet Master III Toulon's Revenge,1991.0,10.0,800000.0,0.0,86.0,3.349812,6.0,32.0,en,1,1,2,1,1,13.592368256649284,0.0,1.4701326257758465,3.4965075614664802
Romeo and Juliet,1968.0,4.0,0.0,38901218.0,138.0,6.99099,7.3,145.0,en,2,4,2,1,1,0.0,17.476536144858613,2.078314656983709,4.983606621708336
Stay Tuned,1992.0,8.0,25000000.0,10736401.0,87.0,13.72021,6.0,51.0,en,2,2,1,1,1,17.034386422832473,16.18915058160585,2.6892213795033153,3.9512437185814275
Blazing Saddles,1974.0,2.0,2600000.0,119500000.0,93.0,13.233262,7.2,619.0,en,2,2,3,1,1,14.77102238760702,18.59882693770404,2.6555816198443085,6.429719478039138
Benji,1974.0,10.0,0.0,0.0,86.0,1.54283,6.1,35.0,en,3,0,1,1,0,0.0,0.0,0.9332776340284535,3.58351893845611
White Christmas,1954.0,10.0,0.0,0.0,120.0,6.723456,6.9,111.0,en,3,1,2,1,1,0.0,0.0,2.044261932256867,4.718498871295094
Eraserhead,1977.0,3.0,10000.0,7000000.0,89.0,7.871001,7.5,500.0,en,4,2,1,1,1,9.210440366976517,15.76142084987672,2.182787642265306,6.2166061010848646
Baraka,1992.0,9.0,4000000.0,0.0,96.0,9.925348,8.0,156.0,en,1,1,1,1,1,15.201805169084134,0.0,2.391085594021251,5.056245805348308
The Man with the Golden Arm,1955.0,12.0,0.0,0.0,119.0,3.353068,6.9,51.0,en,3,1,2,1,0,0.0,0.0,1.4708808838586689,3.9512437185814275
The Decline of Western Civilization,1981.0,7.0,100000.0,0.0,100.0,1.54682,7.5,27.0,en,2,1,1,1,0,11.51293546492023,0.0,0.9348455221218887,3.332204510175204
For a Few Dollars More,1965.0,12.0,600000.0,15000000.0,132.0,13.295342,7.8,988.0,it,1,2,1,0,1,13.304686600863562,16.52356082573315,2.659933749937198,6.8966943316227125
Magnum Force,1973.0,12.0,0.0,39768000.0,124.0,10.226181,7.1,251.0,en,3,1,2,1,1,0.0,17.49857315190249,2.4182486396752596,5.529429087511423
Blood Simple,1984.0,9.0,1500000.0,0.0,97.0,8.884,7.3,308.0,en,3,3,1,1,1,14.220976332738882,0.0,2.2909172881263635,5.733341276897746
The Fabulous Baker Boys,1989.0,10.0,13000000.0,0.0,114.0,4.343506,6.5,79.0,en,3,3,1,1,1,16.380459992348886,0.0,1.675881991841733,4.382026634673881
Prizzi's Honor,1985.0,6.0,0.0,26657534.0,124.0,7.506871,6.5,82.0,en,4,1,1,1,0,0.0,17.098582407824935,2.1408741898961705,4.418840607796598
Flatliners,1990.0,8.0,26000000.0,61489265.0,115.0,11.890138,6.3,413.0,en,4,2,3,1,1,17.073607134447293,17.934373180958097,2.5564625228674105,6.025865973825314
Gandahar,1987.0,12.0,0.0,0.0,83.0,1.258514,7.4,25.0,fr,4,1,1,0,0,0.0,0.0,0.8147070748978256,3.258096538021482
Porky's,1981.0,11.0,4000000.0,125728258.0,94.0,12.650546,6.1,185.0,en,1,2,1,1,1,15.201805169084134,18.64963346134075,2.61377952083099,5.225746673713202
Porky's II: The Next Day,1983.0,6.0,6500000.0,33759266.0,98.0,5.269838,5.2,61.0,en,1,2,1,1,1,15.687312888712007,17.33476551537101,1.8357505169904658,4.127134385045092
Porky's 3: Revenge,1985.0,3.0,9000000.0,20518905.0,92.0,3.208108,5.0,48.0,en,1,3,1,1,1,16.012735246411598,16.836857263005452,1.4370131405052975,3.8918202981106265
Private School,1983.0,7.0,0.0,0.0,89.0,4.479689,5.0,29.0,en,2,2,1,1,1,0.0,0.0,1.7010483475246607,3.4011973816621555
Class of Nuke 'Em High,1986.0,12.0,2000000.0,0.0,85.0,4.098849,5.7,43.0,en,3,1,1,1,0,14.508658238524095,0.0,1.6290148279847907,3.784189633918261
The Toxic Avenger,1984.0,5.0,0.0,0.0,82.0,8.061088,6.3,116.0,en,4,1,1,1,1,0.0,0.0,2.203989201145086,4.762173934797756
The Toxic Avenger Part II,1989.0,2.0,0.0,0.0,96.0,2.553835,5.3,39.0,en,3,1,2,1,0,0.0,0.0,1.2680273020930928,3.6888794541139363
The Toxic Avenger Part III: The Last Temptation of Toxie,1989.0,11.0,0.0,0.0,102.0,1.883822,5.0,28.0,en,4,1,1,1,0,0.0,0.0,1.059116497684391,3.367295829986474
Night of the Creeps,1986.0,8.0,0.0,0.0,88.0,5.460546,6.6,113.0,en,3,2,1,1,1,0.0,0.0,1.865713834346725,4.736198448394496
Predator 2,1990.0,11.0,35000000.0,57120318.0,108.0,11.736241,6.0,743.0,en,3,4,1,1,1,17.370858648025116,17.8606704607139,2.544451551661688,6.612041034833092
The Running Man,1987.0,11.0,27000000.0,38122105.0,101.0,9.389976,6.4,713.0,en,2,4,1,1,1,17.11134746100564,17.456304881813956,2.34084149519509,6.570882962339584
Starman,1984.0,12.0,22000000.0,28744356.0,115.0,9.763928,6.6,219.0,en,4,3,1,1,1,16.906553056777135,17.173952027681665,2.3762005438790776,5.393627546352361
The Brother from Another Planet,1984.0,9.0,0.0,0.0,108.0,2.02372,6.6,26.0,en,3,0,2,1,0,0.0,0.0,1.1064878614377354,3.295836866004329
Alien Nation,1988.0,10.0,16000000.0,32155047.0,91.0,15.133316,5.9,81.0,en,3,2,1,1,1,16.588099342704055,17.286080010319385,2.780886450673734,4.406719247264253
Mad Max,1979.0,4.0,400000.0,100000000.0,93.0,11.412619,6.6,1235.0,en,4,3,1,1,1,12.899222326086994,18.420680753952364,2.5187136164351034,7.119635638017636
Mad Max 2: The Road Warrior,1981.0,12.0,2000000.0,24600832.0,95.0,11.189831,7.3,981.0,en,4,1,1,1,1,14.508658238524095,17.01829086211791,2.500602079574271,6.889591308354466
Mad Max Beyond Thunderdome,1985.0,6.0,12305523.0,36230219.0,107.0,12.689648,5.9,765.0,en,3,1,1,1,1,16.325558825215925,17.405404135168585,2.616639926771108,6.641182169740591
Bird on a Wire,1990.0,5.0,20000000.0,0.0,110.0,8.300805,5.9,209.0,en,4,3,1,1,1,16.811242881518265,0.0,2.230100955552969,5.3471075307174685
Angel Heart,1987.0,3.0,17000000.0,17185632.0,113.0,7.290872,7.0,326.0,en,3,4,2,1,1,16.648723960844016,16.659584302036347,2.1151551505876975,5.7899601708972535
Nine 1/2 Weeks,1986.0,2.0,17000000.0,6735922.0,117.0,6.706262,5.8,183.0,en,2,5,1,1,1,16.648723960844016,15.722965403722574,2.0420332451069205,5.214935757608986
Firestarter,1984.0,5.0,15000000.0,17080167.0,114.0,7.048087,5.9,174.0,en,5,2,2,1,1,16.52356082573315,16.6534285823419,2.085434423438119,5.1647859739235145
Sleepwalkers,1992.0,4.0,0.0,30524763.0,91.0,5.695003,4.8,97.0,en,3,3,1,1,1,0.0,17.234048846563425,1.9013614272386292,4.584967478670572
Action Jackson,1988.0,2.0,7000000.0,20256975.0,96.0,14.054862,4.9,51.0,en,5,2,2,1,1,15.76142084987672,16.82400978601961,2.711700995501782,3.9512437185814275
Soapdish,1991.0,5.0,0.0,36489888.0,97.0,9.904821,6.0,61.0,en,3,1,1,1,1,0.0,17.412545766478708,2.3892049850301067,4.127134385045092
Gone in Sixty Seconds,2000.0,6.0,90000000.0,237202299.0,118.0,14.091765,6.1,1511.0,en,3,2,1,1,1,18.31532023940565,19.28442392149952,2.714149230817302,7.321188556739479
Sunshine,1999.0,9.0,0.0,0.0,181.0,2.555556,6.1,28.0,en,2,16,2,1,0,0.0,0.0,1.2685114504634993,3.367295829986474
Hamlet,1990.0,12.0,0.0,20710451.0,130.0,12.50303,6.7,95.0,en,2,8,1,1,1,0.0,16.846149058338817,2.602914104704942,4.564348191467836
Coming Home,1978.0,2.0,3000000.0,0.0,127.0,3.176733,6.9,38.0,en,3,3,1,1,1,14.914123179965662,0.0,1.4295293619972311,3.6635616461296463
Assault on Precinct 13,1976.0,11.0,150000.0,0.0,91.0,11.881808,7.1,223.0,en,2,2,1,1,1,11.918397239722838,0.0,2.5558160834956936,5.4116460518550396
Near Dark,1987.0,10.0,5000000.0,0.0,95.0,7.906537,6.8,149.0,en,3,3,1,1,1,15.424948670398354,0.0,2.1867855015111273,5.0106352940962555
One False Move,1992.0,5.0,0.0,1543112.0,105.0,3.14325,6.7,28.0,en,3,1,1,1,1,0.0,14.249312362623641,1.4214805040215164,3.367295829986474
Shaft,1971.0,7.0,4000000.0,12121618.0,100.0,3.73688,6.5,68.0,en,4,2,1,1,1,15.201805169084134,16.3105011105424,1.5553786911318248,4.23410650459726
The Conversation,1974.0,4.0,1600000.0,4420000.0,113.0,13.245638,7.5,377.0,en,3,3,1,1,1,14.285514812209815,15.3016504802982,2.6564507545917224,5.934894195619588
Cutter's Way,1981.0,3.0,3000000.0,0.0,105.0,2.696125,6.3,32.0,en,4,2,1,1,1,14.914123179965662,0.0,1.307284973553863,3.4965075614664802
The Fury,1978.0,3.0,5500000.0,24000000.0,118.0,11.844029,6.2,73.0,en,3,2,1,1,1,15.520258832020865,16.993564429978885,2.5528790340883125,4.304065093204169
The Paper Chase,1973.0,10.0,0.0,0.0,113.0,2.351669,6.7,26.0,en,3,2,2,1,1,0.0,0.0,1.2094584307273224,3.295836866004329
Prince of the City,1981.0,8.0,0.0,0.0,167.0,3.598627,7.3,40.0,en,3,1,3,1,1,0.0,0.0,1.525757780680678,3.713572066704308
Serpico,1973.0,12.0,3000000.0,29800000.0,129.0,12.842165,7.5,429.0,en,3,3,3,1,1,14.914123179965662,17.21001898503268,2.6277193685913653,6.063785208687608
Ace in the Hole,1951.0,6.0,1821052.0,1300000.0,111.0,11.046411,7.9,128.0,en,1,1,3,1,1,14.414925463173631,14.077875591662238,2.4887667732491785,4.859812404361672
Lonely Are the Brave,1962.0,5.0,0.0,0.0,107.0,2.277618,7.5,25.0,en,2,1,2,1,1,0.0,0.0,1.1871169390587295,3.258096538021482
The Sugarland Express,1974.0,4.0,3000000.0,12800000.0,110.0,4.506948,6.4,70.0,en,2,2,1,1,1,14.914123179965662,16.36495580701484,1.7060105677080715,4.2626798770413155
Trouble in Paradise,1932.0,10.0,0.0,0.0,83.0,3.351442,7.3,48.0,en,2,1,2,1,0,0.0,0.0,1.470507284421386,3.8918202981106265
Big Trouble in Little China,1986.0,5.0,25000000.0,11000000.0,99.0,11.109932,7.1,727.0,en,4,2,2,1,1,17.034386422832473,16.213405921671733,2.494025942355181,6.590301048196686
Badlands,1973.0,10.0,0.0,0.0,94.0,16.641976,7.5,301.0,en,2,4,2,1,1,0.0,0.0,2.870281062445671,5.71042701737487
Battleship Potemkin,1925.0,12.0,0.0,45100.0,75.0,12.912845,7.6,201.0,ru,2,2,1,0,1,0.0,10.716659698193956,2.6328125141378678,5.308267697401205
Boys and Girls,2000.0,6.0,16000000.0,20627372.0,94.0,10.070988,5.4,107.0,en,3,1,1,1,1,16.588099342704055,16.842129538112207,2.404327992963817,4.68213122712422
Shaft,2000.0,6.0,46000000.0,107196498.0,99.0,7.420019,5.5,316.0,en,4,2,3,1,1,17.6441519761925,18.490174147485583,2.1306120847837557,5.75890177387728
Titan A.E.,2000.0,6.0,75000000.0,36754634.0,94.0,7.515631,6.3,320.0,en,5,3,2,1,1,18.132998684833918,17.419774898119332,2.14190341589048,5.771441123130016
Butterfly,1999.0,9.0,3000000.0,6000000.0,96.0,2.753674,7.2,44.0,es,1,5,3,0,1,14.914123179965662,15.607270193858982,1.3227350936901952,3.8066624897703196
Chicken Run,2000.0,6.0,45000000.0,224834564.0,84.0,11.834245,6.5,1190.0,en,3,4,1,1,1,17.622173069956816,19.23087542306092,2.5521169890635202,7.0825485693553
"Me, Myself & Irene",2000.0,6.0,51000000.0,149270999.0,116.0,9.95456,6.1,956.0,en,1,2,2,1,1,17.747336210296442,18.82127400385676,2.3937558079322874,6.863803391452954
The Patriot,2000.0,6.0,110000000.0,215294342.0,165.0,15.960788,6.8,1130.0,en,4,4,1,1,1,18.5159909328476,19.187516687024235,2.8309040915485704,7.030857476116121
The Adventures of Rocky & Bullwinkle,2000.0,6.0,76000000.0,35134820.0,88.0,11.880936,3.9,89.0,en,5,4,1,1,1,18.1462439114085,17.37470324796048,2.555748388843266,4.499809670330265
The Perfect Storm,2000.0,3.0,120000000.0,325756637.0,130.0,18.911961,6.2,609.0,en,1,3,1,1,1,18.603002309079653,19.601661151351784,2.991320606445454,6.413458957167357
Asylum,1972.0,11.0,0.0,0.0,88.0,5.378622,5.9,25.0,en,3,1,1,1,1,0.0,0.0,1.8529520865672326,3.258096538021482
Communion,1989.0,11.0,0.0,1919653.0,103.0,2.628306,5.0,44.0,en,4,3,1,1,1,0.0,14.467655519431158,1.2887658726873155,3.8066624897703196
Fun & Fancy Free,1947.0,9.0,0.0,0.0,73.0,4.590576,6.2,64.0,en,3,1,1,1,1,0.0,0.0,1.7210823230035355,4.174387269895637
The Kentucky Fried Movie,1977.0,8.0,600000.0,0.0,83.0,9.133988,6.4,67.0,en,1,3,1,1,1,13.304686600863562,0.0,2.315894922920394,4.219507705176107
Bound by Honor,1993.0,2.0,35000000.0,0.0,180.0,6.398031,7.7,116.0,en,4,1,1,1,1,17.370858648025116,0.0,2.0012138837231914,4.762173934797756
F/X,1986.0,2.0,0.0,20603715.0,109.0,6.620556,6.4,91.0,en,3,2,1,1,1,0.0,16.8409820058413,2.0308493329159396,4.5217885770490405
F/X2,1991.0,4.0,16400000.0,0.0,108.0,3.186817,5.8,38.0,en,4,2,3,1,1,16.612791953770035,0.0,1.431940779370591,3.6635616461296463
The Hot Spot,1990.0,10.0,0.0,1293976.0,130.0,3.985689,6.4,48.0,en,4,1,1,1,0,0.0,14.073230979541895,1.6065716085069695,3.8918202981106265
Missing in Action,1984.0,11.0,1500000.0,22812411.0,101.0,6.241185,5.2,107.0,en,4,1,2,1,1,14.220976332738882,16.9428153317653,1.979784867037641,4.68213122712422
Missing in Action 2: The Beginning,1985.0,3.0,2410000.0,10755447.0,100.0,9.110348,5.0,65.0,en,3,2,2,1,1,14.69513772040451,16.190922974860587,2.3135594538049635,4.189654742026425
Braddock: Missing in Action III,1988.0,1.0,0.0,6193901.0,101.0,7.362552,4.8,55.0,en,2,2,2,1,1,0.0,15.639075817627123,2.123763643671187,4.02535169073515
Thunderbolt and Lightfoot,1974.0,5.0,0.0,21700000.0,115.0,8.283863,6.6,113.0,en,4,2,1,1,1,0.0,16.892822864593636,2.2282777317328675,4.736198448394496
Dreamscape,1984.0,8.0,0.0,12145169.0,99.0,3.559119,6.0,72.0,en,4,3,1,1,1,0.0,16.312442117850292,1.5171294031060456,4.290459441148391
The Golden Voyage of Sinbad,1973.0,12.0,0.0,11000000.0,105.0,5.887367,6.4,54.0,en,4,1,2,1,1,0.0,16.213405921671733,1.9296888639477583,4.007333185232471
House Party,1990.0,3.0,2500000.0,26386000.0,100.0,2.291511,6.1,52.0,en,2,1,1,1,1,14.731801689838349,17.088344162324745,1.191346729861574,3.970291913552122
Make Mine Music,1946.0,4.0,68.0,0.0,75.0,5.788405,5.2,33.0,en,3,2,1,1,1,4.23410650459726,0.0,1.9152160097052884,3.5263605246161616
Melody Time,1948.0,5.0,2000000.0,0.0,72.0,6.771815,6.3,42.0,en,3,2,1,1,0,14.508658238524095,0.0,2.0505037278350793,3.7612001156935624
Nekromantik,1987.0,5.0,0.0,0.0,75.0,3.220487,5.4,51.0,de,2,0,1,0,0,0.0,0.0,1.4399505242331263,3.9512437185814275
Croupier,1998.0,6.0,0.0,0.0,94.0,3.986838,6.7,80.0,en,2,3,1,1,1,0.0,0.0,1.606802041576759,4.394449154672439
The Kid,2000.0,7.0,65000000.0,69700000.0,104.0,15.045725,6.0,242.0,en,3,1,1,1,1,17.989897843244528,18.059710890077955,2.7754424589570075,5.493061443340548
Scary Movie,2000.0,7.0,19000000.0,278019771.0,88.0,12.446738,6.0,1468.0,en,1,4,1,1,1,16.759949589762293,19.443202791428,2.5987365487521648,7.292337176173877
But I'm a Cheerleader,1999.0,9.0,1200000.0,2600000.0,85.0,4.928139,6.5,101.0,en,1,1,1,1,1,13.997832948091215,14.77102238760702,1.7797103357620696,4.624972813284271
Blow-Up,1966.0,12.0,0.0,0.0,111.0,10.59036,7.3,227.0,en,3,3,1,1,1,0.0,0.0,2.450173718128976,5.429345628954441
The Pawnbroker,1965.0,4.0,500000.0,0.0,116.0,2.58471,7.3,31.0,en,1,4,3,1,0,13.122365377402328,0.0,1.276677578171511,3.4657359027997265
Footloose,1984.0,2.0,8200000.0,80035402.0,107.0,10.403992,6.4,525.0,en,4,2,1,1,0,15.919644834185693,18.197979632247314,2.4339634695419368,6.26530121273771
Duel in the Sun,1946.0,12.0,6000000.0,20400000.0,144.0,8.441279,6.2,38.0,en,1,2,1,1,1,15.607270193858982,16.83104550783405,2.245091458267971,3.6635616461296463
X-Men,2000.0,7.0,75000000.0,296339527.0,104.0,0.954467,6.8,4172.0,en,3,6,1,1,1,18.132998684833918,19.507016408978526,0.6701175219947502,8.336390480591552
The Wisdom of Crocodiles,1998.0,11.0,0.0,0.0,98.0,4.998306,5.8,28.0,en,3,2,1,1,0,0.0,0.0,1.7914770960311628,3.367295829986474
What Lies Beneath,2000.0,7.0,100000000.0,155464351.0,130.0,9.500497,6.3,504.0,en,4,3,1,1,1,18.420680753952364,18.861927015713892,2.3514225893766243,6.22455842927536
Pokémon: The Movie 2000,1999.0,7.0,30000000.0,133949270.0,84.0,7.554848,6.4,201.0,ja,5,7,2,0,1,17.216707972959764,18.712971711610855,2.146498139798822,5.308267697401205
Criminal Lovers,1999.0,8.0,0.0,0.0,96.0,2.569774,6.6,28.0,fr,3,0,1,0,1,0.0,0.0,1.2725022884655524,3.367295829986474
Anatomy of a Murder,1959.0,7.0,0.0,0.0,160.0,9.473772,7.7,207.0,en,4,1,1,1,1,0.0,0.0,2.348874227432472,5.337538079701318
Freejack,1992.0,1.0,0.0,0.0,110.0,10.272925,5.0,91.0,en,1,2,1,1,1,0.0,0.0,2.4224038329754176,4.5217885770490405
Mackenna's Gold,1969.0,3.0,7000000.0,0.0,128.0,4.137836,6.4,44.0,en,3,2,1,1,1,15.76142084987672,0.0,1.6366319791436248,3.8066624897703196
Sinbad and the Eye of the Tiger,1977.0,7.0,3500000.0,16000000.0,113.0,3.502655,6.3,39.0,en,5,2,1,1,1,15.068273812173887,16.588099342704055,1.5046672227947033,3.6888794541139363
Two Women,1960.0,12.0,0.0,0.0,100.0,4.371898,7.6,63.0,it,1,4,2,0,1,0.0,0.0,1.681181291138957,4.1588830833596715
What About Bob?,1991.0,5.0,35000000.0,63710000.0,100.0,11.787942,6.7,265.0,en,1,2,1,1,1,17.370858648025116,17.969852109788793,2.5485026956852765,5.583496308781699
White Sands,1992.0,4.0,0.0,0.0,101.0,3.181492,5.5,30.0,en,5,2,2,1,1,0.0,0.0,1.4306681206485663,3.4339872044851463
Breaker Morant,1980.0,5.0,107.0,0.0,107.0,6.313297,7.2,37.0,en,3,3,2,1,0,4.68213122712422,0.0,1.9896941980718295,3.6375861597263857
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972.0,8.0,2000000.0,18016290.0,88.0,5.378481,6.6,218.0,en,1,1,2,1,0,14.508658238524095,16.706786962100164,1.8529299812350102,5.389071729816501
Interiors,1978.0,8.0,0.0,0.0,93.0,4.515797,6.7,92.0,en,1,1,1,1,0,0.0,0.0,1.7076161572233872,4.532599493153256
Love and Death,1975.0,6.0,3000000.0,20173742.0,85.0,5.165666,7.5,176.0,en,2,1,1,1,0,14.914123179965662,16.819892465346545,1.8189961599786544,5.176149732573829
Tampopo,1985.0,11.0,0.0,0.0,114.0,4.459095,7.9,57.0,ja,1,2,1,0,0,0.0,0.0,1.6972830251028617,4.060443010546419
Nutty Professor II: The Klumps,2000.0,7.0,84000000.0,123307945.0,106.0,6.671316,4.7,338.0,en,4,2,1,1,1,18.24632736871235,18.630195410502562,2.0374881782363836,5.82600010738045
The Girl on the Bridge,1999.0,3.0,0.0,0.0,90.0,1.917227,7.1,34.0,fr,3,5,3,0,0,0.0,0.0,1.0706335075355415,3.5553480614894135
Autumn in New York,2000.0,8.0,65000000.0,0.0,103.0,7.420422,5.7,144.0,en,2,2,1,1,1,17.989897843244528,0.0,2.1306599457631776,4.976733742420574
Coyote Ugly,2000.0,7.0,45000000.0,113916474.0,100.0,15.650836,5.8,590.0,en,4,2,1,1,1,17.622173069956816,18.550976062382347,2.8124604253761727,6.3818160174060985
Hollow Man,2000.0,8.0,95000000.0,190213455.0,112.0,7.912103,5.6,645.0,en,3,2,1,1,1,18.36938746009113,19.063657452155688,2.1874102405687696,6.470799503782602
Space Cowboys,2000.0,7.0,65000000.0,128884132.0,130.0,7.45761,6.3,407.0,en,3,6,1,1,1,17.989897843244528,18.674424364909743,2.1350666277956547,6.0112671744041615
Psycho Beach Party,2000.0,8.0,1500000.0,0.0,95.0,3.898441,6.0,26.0,en,1,2,1,1,1,14.220976332738882,0.0,1.588916991226605,3.295836866004329
Saving Grace,2000.0,1.0,10000000.0,26330482.0,93.0,5.13955,6.3,115.0,en,2,6,2,1,0,16.118095750958314,17.08623787539843,1.814751449570935,4.7535901911063645
Black Sabbath,1963.0,8.0,0.0,0.0,92.0,4.363259,6.9,72.0,it,1,4,1,0,1,0.0,0.0,1.679571812700051,4.290459441148391
The Brain That Wouldn't Die,1962.0,2.0,62000.0,0.0,82.0,2.131425,4.4,34.0,en,2,1,1,1,1,11.034905792929415,0.0,1.1414881725129022,3.5553480614894135
Bronco Billy,1980.0,6.0,0.0,0.0,116.0,3.900543,5.2,51.0,en,5,2,2,1,1,0.0,0.0,1.589346015303436,3.9512437185814275
The Crush,1993.0,4.0,6000000.0,13609396.0,89.0,8.976337,5.5,65.0,en,2,2,1,1,1,15.607270193858982,16.42627106798852,2.3002159888817464,4.189654742026425
Kelly's Heroes,1970.0,6.0,4000000.0,5200000.0,144.0,8.418662,7.2,191.0,en,3,3,3,1,1,15.201805169084134,15.46416937585933,2.2426930402833283,5.2574953720277815
Phantasm II,1988.0,7.0,3000000.0,7282851.0,97.0,8.733192,6.3,97.0,en,4,3,1,1,1,14.914123179965662,15.801033101697403,2.2755418999527572,4.584967478670572
Phantasm III: Lord of the Dead,1994.0,5.0,2500000.0,0.0,91.0,4.401721,5.6,56.0,en,3,1,1,1,0,14.731801689838349,0.0,1.686717606498695,4.04305126783455
Phantasm IV: Oblivion,1998.0,7.0,650000.0,0.0,90.0,7.590628,4.9,48.0,en,2,1,1,1,1,13.384729180332174,0.0,2.15067184158931,3.8918202981106265
Pumpkinhead,1988.0,6.0,3500000.0,4385516.0,86.0,11.841506,5.9,108.0,en,2,2,1,1,1,15.068273812173887,15.29381807877696,2.55268258110354,4.6913478822291435
Air America,1990.0,8.0,0.0,33461269.0,112.0,10.274376,5.3,146.0,en,4,2,2,1,1,0.0,17.325899208570732,2.4225325401765145,4.990432586778736
Sleepaway Camp,1983.0,11.0,350000.0,0.0,85.0,6.224311,6.1,124.0,en,1,1,1,1,1,12.765691290604371,0.0,1.9774518661293259,4.8283137373023015
Steel Magnolias,1989.0,11.0,0.0,95904091.0,119.0,7.14561,7.1,146.0,en,3,2,1,1,1,0.0,18.378859208390693,2.0974791318218298,4.990432586778736
...And God Created Woman,1956.0,11.0,0.0,0.0,95.0,3.28239,6.2,43.0,fr,2,1,2,0,1,0.0,0.0,1.4545112649551337,3.784189633918261
Easy Money,1983.0,8.0,0.0,0.0,95.0,7.963156,6.6,34.0,en,1,1,1,1,1,0.0,0.0,2.193122397110518,3.5553480614894135
Ilsa: She Wolf of the SS,1975.0,10.0,0.0,0.0,96.0,4.40553,5.1,48.0,en,3,1,2,1,1,0.0,0.0,1.6874225036381651,3.8918202981106265
The Spiral Staircase,1946.0,2.0,0.0,0.0,83.0,7.719019,6.6,46.0,en,5,1,1,1,0,0.0,0.0,2.1655067315922887,3.8501476017100584
